Rdate,comment,condition,drug,easeofuse,effectiveness,helpful,reviewer,satisfaction
10/25/2009 2:12:09 AM,"I was on 100 mgs of Januvia. My sugars stayed high, I felt really bad, no sleep, I finally stopped eating. ( I never felt hungry and food made me sick.) My Dr accused me of not taking it, cause my A1C's were at 12. I took the darn things, they didn't work at all.",Type 2 Diabetes Mellitus,Januvia oral,5,1,9,"Chrysantha, 55-64 Female  on Treatment for 6 months to less than 1 year (Patient)",1
10/22/2009 5:43:57 PM,"I was on 100 mgs of Januvia. My sugars stayed high, I felt really bad, no sleep, I finally stopped eating. ( I never felt hungry and food made me sick.) My Dr accused me of not taking it, cause my A1C's were at 12. I took the darn things, they didn't work at all.",Type 2 Diabetes Mellitus,Januvia oral,4,3,9,"woolame1, 25-34 Female  on Treatment for 1 to 6 months (Patient)",4
10/12/2009 4:21:33 PM,"I was on 100 mgs of Januvia. My sugars stayed high, I felt really bad, no sleep, I finally stopped eating. ( I never felt hungry and food made me sick.) My Dr accused me of not taking it, cause my A1C's were at 12. I took the darn things, they didn't work at all.",Type 2 Diabetes Mellitus,Januvia oral,3,2,9,"dar, 45-54 Female  on Treatment for 1 to 6 months (Patient)",1
9/15/2009 7:07:00 PM,"I was on 100 mgs of Januvia. My sugars stayed high, I felt really bad, no sleep, I finally stopped eating. ( I never felt hungry and food made me sick.) My Dr accused me of not taking it, cause my A1C's were at 12. I took the darn things, they didn't work at all.",Type 2 Diabetes Mellitus,Januvia oral,3,3,9,,3
9/12/2009 7:11:55 PM,"I was on 100 mgs of Januvia. My sugars stayed high, I felt really bad, no sleep, I finally stopped eating. ( I never felt hungry and food made me sick.) My Dr accused me of not taking it, cause my A1C's were at 12. I took the darn things, they didn't work at all.",Type 2 Diabetes Mellitus,Januvia oral,4,1,9,55-64 Male  on Treatment for 6 months to less than 1 year (Patient),1
11/10/2009 7:19:18 PM,"After reading the comments on this board, I am more than a little afraid of this drug.  I have been a diabetic for only 3 months.  When the doctor checked my blood sugar in July my blood sugar was 398 and the A1C test was 11.9.  He put me on Metformin 1000 mg twice a day and Glipizide 5 mg once a day.  After 3 months of taking my medicine and watching all carbs and sugar that I eat, my A1C ws 5.9.
					...
					",Type 2 Diabetes Mellitus,Januvia oral,4,4,0,"terry, 55-64 Female  on Treatment for 6 months to less than 1 year (Patient)",3
10/30/2009 3:21:04 PM,"After reading the comments on this board, I am more than a little afraid of this drug.  I have been a diabetic for only 3 months.  When the doctor checked my blood sugar in July my blood sugar was 398 and the A1C test was 11.9.  He put me on Metformin 1000 mg twice a day and Glipizide 5 mg once a day.  After 3 months of taking my medicine and watching all carbs and sugar that I eat, my A1C ws 5.9.
					...
					",Type 2 Diabetes Mellitus,Januvia oral,5,1,0,"bodle, 45-54 Female  on Treatment for less than 1 month (Patient)",1
10/27/2009 2:20:47 PM,"After reading the comments on this board, I am more than a little afraid of this drug.  I have been a diabetic for only 3 months.  When the doctor checked my blood sugar in July my blood sugar was 398 and the A1C test was 11.9.  He put me on Metformin 1000 mg twice a day and Glipizide 5 mg once a day.  After 3 months of taking my medicine and watching all carbs and sugar that I eat, my A1C ws 5.9.
					...
					",Type 2 Diabetes Mellitus,Januvia oral,5,5,0,"sjonesbless08, 45-54 Female  on Treatment for 1 to 6 months (Patient)",4
10/26/2009 2:03:57 PM,"After reading the comments on this board, I am more than a little afraid of this drug.  I have been a diabetic for only 3 months.  When the doctor checked my blood sugar in July my blood sugar was 398 and the A1C test was 11.9.  He put me on Metformin 1000 mg twice a day and Glipizide 5 mg once a day.  After 3 months of taking my medicine and watching all carbs and sugar that I eat, my A1C ws 5.9.
					...
					",Type 2 Diabetes Mellitus,Januvia oral,1,1,0,"dd, 45-54 Female  on Treatment for less than 1 month (Patient)",1
10/25/2009 1:03:00 PM,"After reading the comments on this board, I am more than a little afraid of this drug.  I have been a diabetic for only 3 months.  When the doctor checked my blood sugar in July my blood sugar was 398 and the A1C test was 11.9.  He put me on Metformin 1000 mg twice a day and Glipizide 5 mg once a day.  After 3 months of taking my medicine and watching all carbs and sugar that I eat, my A1C ws 5.9.
					...
					",Type 2 Diabetes Mellitus,Januvia oral,5,5,0,75 or over Male  on Treatment for 1 to less than 2 years (Patient),5
11/19/2009 5:52:08 PM,Januvia was prescribed following the unsuccessful use of Byetta for 2 years. Januvia with Glimepride has brought my levels from 300 to the 90 to 120 range.,Type 2 Diabetes Mellitus,Januvia oral,5,5,3,,5
11/18/2009 8:07:34 PM,Januvia was prescribed following the unsuccessful use of Byetta for 2 years. Januvia with Glimepride has brought my levels from 300 to the 90 to 120 range.,Type 2 Diabetes Mellitus,Januvia oral,5,4,3,"kitten, 55-64 Female  on Treatment for less than 1 month (Patient)",4
11/14/2009 1:32:02 PM,Januvia was prescribed following the unsuccessful use of Byetta for 2 years. Januvia with Glimepride has brought my levels from 300 to the 90 to 120 range.,Type 2 Diabetes Mellitus,Januvia oral,5,5,3,"Januvia, 65-74 Male  on Treatment for 1 to less than 2 years (Patient)",5
11/14/2009 7:15:03 AM,Januvia was prescribed following the unsuccessful use of Byetta for 2 years. Januvia with Glimepride has brought my levels from 300 to the 90 to 120 range.,Type 2 Diabetes Mellitus,Januvia oral,5,5,3,"sammyb40, 35-44 Male  on Treatment for less than 1 month (Patient)",5
11/10/2009 9:48:37 PM,Januvia was prescribed following the unsuccessful use of Byetta for 2 years. Januvia with Glimepride has brought my levels from 300 to the 90 to 120 range.,Type 2 Diabetes Mellitus,Januvia oral,5,3,3,55-64 Female  on Treatment for 2 to less than 5 years (Patient),3
12/23/2009 8:47:21 PM,"     My doctor started me on Januvia three weeks ago. He gave me three weeks worth of samples and told me to come back in three weeks for a check up to see how the Januvia is working. For two weeks I kept a nauseated stomach both day and night. I became constipated and felt awful. Headachs were constant and it felt like my stomach was extreamly bloated to the point it felt like I had a baseball in
					...
					",Type 2 Diabetes Mellitus,Januvia oral,3,1,16,,1
12/19/2009 3:31:56 PM,"     My doctor started me on Januvia three weeks ago. He gave me three weeks worth of samples and told me to come back in three weeks for a check up to see how the Januvia is working. For two weeks I kept a nauseated stomach both day and night. I became constipated and felt awful. Headachs were constant and it felt like my stomach was extreamly bloated to the point it felt like I had a baseball in
					...
					",Type 2 Diabetes Mellitus,Januvia oral,5,4,16,"lapper, 55-64 Male  on Treatment for 6 months to less than 1 year (Patient)",4
12/9/2009 9:09:33 PM,"     My doctor started me on Januvia three weeks ago. He gave me three weeks worth of samples and told me to come back in three weeks for a check up to see how the Januvia is working. For two weeks I kept a nauseated stomach both day and night. I became constipated and felt awful. Headachs were constant and it felt like my stomach was extreamly bloated to the point it felt like I had a baseball in
					...
					",Type 2 Diabetes Mellitus,Januvia oral,5,5,16,"sammyb40, 35-44 Male  on Treatment for 1 to 6 months (Patient)",5
12/3/2009 10:29:44 AM,"     My doctor started me on Januvia three weeks ago. He gave me three weeks worth of samples and told me to come back in three weeks for a check up to see how the Januvia is working. For two weeks I kept a nauseated stomach both day and night. I became constipated and felt awful. Headachs were constant and it felt like my stomach was extreamly bloated to the point it felt like I had a baseball in
					...
					",Type 2 Diabetes Mellitus,Januvia oral,4,3,16,"Happysoul, 45-54 Male  on Treatment for 1 to 6 months (Patient)",4
11/29/2009 8:37:45 PM,"     My doctor started me on Januvia three weeks ago. He gave me three weeks worth of samples and told me to come back in three weeks for a check up to see how the Januvia is working. For two weeks I kept a nauseated stomach both day and night. I became constipated and felt awful. Headachs were constant and it felt like my stomach was extreamly bloated to the point it felt like I had a baseball in
					...
					",Type 2 Diabetes Mellitus,Januvia oral,5,5,16,,5
1/16/2010 10:43:31 AM,ok,Type 2 Diabetes Mellitus,Januvia oral,4,3,1,,4
1/10/2010 5:25:29 PM,ok,Type 2 Diabetes Mellitus,Januvia oral,5,4,1,"GriegoLee, 35-44 Male  on Treatment for 6 months to less than 1 year (Patient)",4
1/3/2010 9:28:18 PM,ok,Type 2 Diabetes Mellitus,Januvia oral,5,5,1,"sammyb40, 35-44 Male  on Treatment for 1 to 6 months (Patient)",5
12/27/2009 1:49:22 PM,ok,Type 2 Diabetes Mellitus,Januvia oral,5,4,1,"missP, 19-24 Female  on Treatment for 6 months to less than 1 year (Patient)",5
12/25/2009 11:47:36 AM,ok,Type 2 Diabetes Mellitus,Januvia oral,5,1,1,"Mrket Ace, 65-74 Male  on Treatment for less than 1 month (Patient)",1
2/28/2010 8:55:49 AM,I have used this drug for 9 months and it has helped me alot,Type 2 Diabetes Mellitus,Januvia oral,5,4,6,"ms, 45-54 Female  on Treatment for 6 months to less than 1 year (Patient)",4
2/16/2010 1:57:30 AM,I have used this drug for 9 months and it has helped me alot,Type 2 Diabetes Mellitus,Januvia oral,5,5,6,"tw169, 35-44 Male  on Treatment for 1 to 6 months (Patient)",5
2/12/2010 11:04:37 AM,I have used this drug for 9 months and it has helped me alot,Type 2 Diabetes Mellitus,Januvia oral,5,4,6,"smokey, 45-54 Female  on Treatment for 2 to less than 5 years (Patient)",1
2/10/2010 5:57:45 PM,I have used this drug for 9 months and it has helped me alot,Type 2 Diabetes Mellitus,Januvia oral,1,3,6,,2
1/22/2010 1:15:45 AM,I have used this drug for 9 months and it has helped me alot,Type 2 Diabetes Mellitus,Januvia oral,5,5,6,65-74 Female,5
3/28/2010 9:31:52 AM,"I am anxious Annie when it comes to taking medicine...I was scared to take it at first reading reviews u hear good and bad..I have realized we are all different and our bodies react differently..I have been taking this medicine for 4 months..only side effect I had was upper respirtatory symtpoms..could be the weather or medicine overall I am very grateful for this medicine my blood sugars are with
					...
					",Type 2 Diabetes Mellitus,Januvia oral,5,5,26,"Val471, 35-44 Female  on Treatment for 1 to 6 months (Patient)",5
3/27/2010 5:11:27 PM,"I am anxious Annie when it comes to taking medicine...I was scared to take it at first reading reviews u hear good and bad..I have realized we are all different and our bodies react differently..I have been taking this medicine for 4 months..only side effect I had was upper respirtatory symtpoms..could be the weather or medicine overall I am very grateful for this medicine my blood sugars are with
					...
					",Type 2 Diabetes Mellitus,Januvia oral,5,4,26,"waterpam1, 55-64 Female  on Treatment for less than 1 month (Patient)",5
3/11/2010 11:30:32 AM,"I am anxious Annie when it comes to taking medicine...I was scared to take it at first reading reviews u hear good and bad..I have realized we are all different and our bodies react differently..I have been taking this medicine for 4 months..only side effect I had was upper respirtatory symtpoms..could be the weather or medicine overall I am very grateful for this medicine my blood sugars are with
					...
					",Type 2 Diabetes Mellitus,Januvia oral,1,1,26,"Olivia, 25-34 Female  on Treatment for less than 1 month (Patient)",1
3/7/2010 12:31:01 PM,"I am anxious Annie when it comes to taking medicine...I was scared to take it at first reading reviews u hear good and bad..I have realized we are all different and our bodies react differently..I have been taking this medicine for 4 months..only side effect I had was upper respirtatory symtpoms..could be the weather or medicine overall I am very grateful for this medicine my blood sugars are with
					...
					",Type 2 Diabetes Mellitus,Januvia oral,4,1,26,"janumet 1000/50, 65-74 Female  on Treatment for 2 to less than 5 years (Patient)",1
3/3/2010 10:18:22 PM,"I am anxious Annie when it comes to taking medicine...I was scared to take it at first reading reviews u hear good and bad..I have realized we are all different and our bodies react differently..I have been taking this medicine for 4 months..only side effect I had was upper respirtatory symtpoms..could be the weather or medicine overall I am very grateful for this medicine my blood sugars are with
					...
					",Type 2 Diabetes Mellitus,Januvia oral,5,4,26,"ellie, 55-64 Female  on Treatment for 1 to less than 2 years (Patient)",4
4/18/2010 3:25:37 PM,I have experienced severe indigestion after taking Januvia. The indigestion felt like my chest was on fire. I quit taking it before I was able to evaluate the effectiveness in lowering BS.,Type 2 Diabetes Mellitus,Januvia oral,5,4,2,"doodlebug, 25-34 Female  on Treatment for 2 to less than 5 years (Patient)",4
4/15/2010 6:28:44 PM,I have experienced severe indigestion after taking Januvia. The indigestion felt like my chest was on fire. I quit taking it before I was able to evaluate the effectiveness in lowering BS.,Type 2 Diabetes Mellitus,Januvia oral,5,1,2,"MARC, 45-54 Male  on Treatment for less than 1 month (Patient)",1
4/9/2010 10:27:53 PM,I have experienced severe indigestion after taking Januvia. The indigestion felt like my chest was on fire. I quit taking it before I was able to evaluate the effectiveness in lowering BS.,Type 2 Diabetes Mellitus,Januvia oral,5,5,2,"Januvia, 65-74 Male  on Treatment for 1 to less than 2 years (Patient)",5
4/5/2010 12:53:40 PM,I have experienced severe indigestion after taking Januvia. The indigestion felt like my chest was on fire. I quit taking it before I was able to evaluate the effectiveness in lowering BS.,Type 2 Diabetes Mellitus,Januvia oral,5,1,2,"Olivia, 25-34 Female  on Treatment for less than 1 month (Patient)",1
4/1/2010 12:01:45 PM,I have experienced severe indigestion after taking Januvia. The indigestion felt like my chest was on fire. I quit taking it before I was able to evaluate the effectiveness in lowering BS.,Type 2 Diabetes Mellitus,Januvia oral,1,5,2,"Von, 55-64 Female  on Treatment for 1 to 6 months (Patient)",1
5/15/2010 2:06:25 PM,Was not controling BS spikes.  Has not decrease my A1C levels.  Started on Glimepride 2 mg daily alony with the Januva.  We will see,Type 2 Diabetes Mellitus,Januvia oral,5,2,8,"hl, 55-64 Male  (Patient)",2
5/11/2010 7:54:00 AM,Was not controling BS spikes.  Has not decrease my A1C levels.  Started on Glimepride 2 mg daily alony with the Januva.  We will see,Type 2 Diabetes Mellitus,Januvia oral,4,1,8,"JAM, 45-54 Female  on Treatment for 1 to 6 months (Patient)",1
5/6/2010 11:17:21 AM,Was not controling BS spikes.  Has not decrease my A1C levels.  Started on Glimepride 2 mg daily alony with the Januva.  We will see,Type 2 Diabetes Mellitus,Januvia oral,5,5,8,"LS1986, 19-24 Female  on Treatment for less than 1 month (Patient)",5
5/5/2010 5:42:10 PM,Was not controling BS spikes.  Has not decrease my A1C levels.  Started on Glimepride 2 mg daily alony with the Januva.  We will see,Type 2 Diabetes Mellitus,Januvia oral,5,3,8,55-64 Female  on Treatment for 1 to 6 months (Patient),3
5/5/2010 2:20:53 PM,Was not controling BS spikes.  Has not decrease my A1C levels.  Started on Glimepride 2 mg daily alony with the Januva.  We will see,Type 2 Diabetes Mellitus,Januvia oral,3,1,8,"Hank, 75 or over Male  on Treatment for less than 1 month (Patient)",1
6/3/2010 9:27:35 AM,I think this januvia is increasing my bs than lowering it. It also caused me back pain since i've started it about two years ago.,Type 2 Diabetes Mellitus,Januvia oral,1,1,11,55-64 Female  on Treatment for 1 to less than 2 years,1
5/30/2010 5:52:24 PM,I think this januvia is increasing my bs than lowering it. It also caused me back pain since i've started it about two years ago.,Type 2 Diabetes Mellitus,Januvia oral,5,3,11,"Dpopcorn, 65-74 Female  on Treatment for less than 1 month (Patient)",3
5/29/2010 9:10:50 AM,I think this januvia is increasing my bs than lowering it. It also caused me back pain since i've started it about two years ago.,Type 2 Diabetes Mellitus,Januvia oral,4,3,11,,3
5/25/2010 10:48:07 PM,I think this januvia is increasing my bs than lowering it. It also caused me back pain since i've started it about two years ago.,Type 2 Diabetes Mellitus,Januvia oral,5,1,11,55-64 Female  on Treatment for 1 to less than 2 years (Patient),1
5/19/2010 11:07:11 AM,I think this januvia is increasing my bs than lowering it. It also caused me back pain since i've started it about two years ago.,Type 2 Diabetes Mellitus,Januvia oral,5,5,11,"jj, 45-54 Female  on Treatment for 1 to less than 2 years (Patient)",4
6/21/2010 8:38:27 PM,Initial response was severe heartburn.  After stopping with the third pill I had a severe case of hives over entire body.  It was very expensive and I was not given a trial first from my doctor.,Type 2 Diabetes Mellitus,Januvia oral,5,3,0,65-74 Male  on Treatment for 2 to less than 5 years (Patient),3
6/12/2010 12:03:27 PM,Initial response was severe heartburn.  After stopping with the third pill I had a severe case of hives over entire body.  It was very expensive and I was not given a trial first from my doctor.,Type 2 Diabetes Mellitus,Januvia oral,1,1,0,"jean, 75 or over Female  on Treatment for less than 1 month (Patient)",1
6/8/2010 9:16:29 PM,Initial response was severe heartburn.  After stopping with the third pill I had a severe case of hives over entire body.  It was very expensive and I was not given a trial first from my doctor.,Type 2 Diabetes Mellitus,Januvia oral,5,5,0,"ambassador1122, 55-64 Female  on Treatment for 2 to less than 5 years (Patient)",4
6/8/2010 8:38:03 PM,Initial response was severe heartburn.  After stopping with the third pill I had a severe case of hives over entire body.  It was very expensive and I was not given a trial first from my doctor.,Type 2 Diabetes Mellitus,Januvia oral,4,3,0,"bellyupfrog2u2, 35-44 Female  on Treatment for less than 1 month (Patient)",3
6/4/2010 10:00:19 AM,Initial response was severe heartburn.  After stopping with the third pill I had a severe case of hives over entire body.  It was very expensive and I was not given a trial first from my doctor.,Type 2 Diabetes Mellitus,Januvia oral,5,5,0,"Maria, 45-54 on Treatment for 1 to less than 2 years (Patient)",5
7/14/2010 5:06:47 PM,I have been on metformin and glypiside for 6 years. Tried actos also but it made me nausus and swollen. Tried Januvia 100 mg a day and what a difference. I have had no problems so far but I'm just a little worried because I've already had acute pancititus not by using this drug though.,Type 2 Diabetes Mellitus,Januvia oral,5,5,11,"skyboy, 55-64 Female  on Treatment for 2 to less than 5 years (Patient)",5
7/13/2010 3:28:48 PM,I have been on metformin and glypiside for 6 years. Tried actos also but it made me nausus and swollen. Tried Januvia 100 mg a day and what a difference. I have had no problems so far but I'm just a little worried because I've already had acute pancititus not by using this drug though.,Type 2 Diabetes Mellitus,Januvia oral,5,5,11,"John D., 55-64 Male  on Treatment for 2 to less than 5 years (Patient)",5
7/10/2010 9:55:48 AM,I have been on metformin and glypiside for 6 years. Tried actos also but it made me nausus and swollen. Tried Januvia 100 mg a day and what a difference. I have had no problems so far but I'm just a little worried because I've already had acute pancititus not by using this drug though.,Type 2 Diabetes Mellitus,Januvia oral,5,5,11,"emsamt, 55-64 Male  on Treatment for 1 to 6 months (Patient)",5
6/26/2010 2:35:13 PM,I have been on metformin and glypiside for 6 years. Tried actos also but it made me nausus and swollen. Tried Januvia 100 mg a day and what a difference. I have had no problems so far but I'm just a little worried because I've already had acute pancititus not by using this drug though.,Type 2 Diabetes Mellitus,Januvia oral,5,4,11,"wind_doc, 65-74 Male  on Treatment for 1 to 6 months (Patient)",4
6/23/2010 2:30:13 PM,I have been on metformin and glypiside for 6 years. Tried actos also but it made me nausus and swollen. Tried Januvia 100 mg a day and what a difference. I have had no problems so far but I'm just a little worried because I've already had acute pancititus not by using this drug though.,Type 2 Diabetes Mellitus,Januvia oral,4,4,11,"Azzam, 55-64 Male  on Treatment for 1 to 6 months (Patient)",4
8/25/2010 7:44:16 AM,Was takin Byetta. Side affects were too severe. Switched to Januvia. Been on it for 3 months. Blood sugar had gotten  as low as 79. AC1 dropped down from over 8.5 to 6.1. Am now experiencing pain in center of stomach. Not sure if it is from Januvia. Will wait and see.  ,Type 2 Diabetes Mellitus,Januvia oral,5,5,11,"judomius, 65-74 Male  on Treatment for 1 to 6 months (Patient)",5
8/24/2010 7:50:44 PM,Was takin Byetta. Side affects were too severe. Switched to Januvia. Been on it for 3 months. Blood sugar had gotten  as low as 79. AC1 dropped down from over 8.5 to 6.1. Am now experiencing pain in center of stomach. Not sure if it is from Januvia. Will wait and see.  ,Type 2 Diabetes Mellitus,Januvia oral,4,2,11,"Betterblues, 55-64 Female  on Treatment for less than 1 month (Patient)",4
8/11/2010 2:40:21 PM,Was takin Byetta. Side affects were too severe. Switched to Januvia. Been on it for 3 months. Blood sugar had gotten  as low as 79. AC1 dropped down from over 8.5 to 6.1. Am now experiencing pain in center of stomach. Not sure if it is from Januvia. Will wait and see.  ,Type 2 Diabetes Mellitus,Januvia oral,4,4,11,,4
8/6/2010 2:35:49 AM,Was takin Byetta. Side affects were too severe. Switched to Januvia. Been on it for 3 months. Blood sugar had gotten  as low as 79. AC1 dropped down from over 8.5 to 6.1. Am now experiencing pain in center of stomach. Not sure if it is from Januvia. Will wait and see.  ,Type 2 Diabetes Mellitus,Januvia oral,1,1,11,"Lightlady, 55-64 Female  on Treatment for less than 1 month (Patient)",1
8/1/2010 2:26:57 AM,Was takin Byetta. Side affects were too severe. Switched to Januvia. Been on it for 3 months. Blood sugar had gotten  as low as 79. AC1 dropped down from over 8.5 to 6.1. Am now experiencing pain in center of stomach. Not sure if it is from Januvia. Will wait and see.  ,Type 2 Diabetes Mellitus,Januvia oral,5,4,11,55-64 Male  on Treatment for 1 to less than 2 years (Patient),4
9/27/2010 10:56:04 PM,It has one draw back for me causing heart flutters.,Type 2 Diabetes Mellitus,Januvia oral,5,3,5,"Favors49, 45-54 Male  on Treatment for 1 to 6 months (Patient)",1
9/21/2010 2:37:56 PM,It has one draw back for me causing heart flutters.,Type 2 Diabetes Mellitus,Januvia oral,3,2,5,55-64 on Treatment for 1 to 6 months (Patient),3
9/10/2010 5:00:34 PM,It has one draw back for me causing heart flutters.,Type 2 Diabetes Mellitus,Januvia oral,4,4,5,45-54 Female  on Treatment for less than 1 month (Patient),1
8/29/2010 7:55:21 PM,It has one draw back for me causing heart flutters.,Type 2 Diabetes Mellitus,Januvia oral,5,5,5,"BEVERLY,  Female  on Treatment for 2 to less than 5 years (Patient)",2
8/27/2010 1:19:05 PM,It has one draw back for me causing heart flutters.,Type 2 Diabetes Mellitus,Januvia oral,5,4,5,"Gill924, 65-74 Female  on Treatment for 1 to 6 months (Patient)",4
11/15/2010 12:53:42 PM,Since taking this drug I have had two Pancretittis attacks. Doctor has taken me off and now I'm on insulin. Still trying to get the units adjusted.So beware if you are taking this drug. Get to the doctor if you have any strange stomach pain.,Type 2 Diabetes Mellitus,Januvia oral,5,5,2,"SB, 65-74 Female  on Treatment for 2 to less than 5 years (Patient)",5
11/8/2010 8:56:26 AM,Since taking this drug I have had two Pancretittis attacks. Doctor has taken me off and now I'm on insulin. Still trying to get the units adjusted.So beware if you are taking this drug. Get to the doctor if you have any strange stomach pain.,Type 2 Diabetes Mellitus,Januvia oral,5,1,2,"ex1075, 65-74 Male  on Treatment for 2 to less than 5 years (Patient)",1
10/29/2010 7:52:53 AM,Since taking this drug I have had two Pancretittis attacks. Doctor has taken me off and now I'm on insulin. Still trying to get the units adjusted.So beware if you are taking this drug. Get to the doctor if you have any strange stomach pain.,Type 2 Diabetes Mellitus,Januvia oral,5,5,2,"orangesurfer, 75 or over on Treatment for 1 to 6 months (Patient)",5
10/12/2010 3:31:04 PM,Since taking this drug I have had two Pancretittis attacks. Doctor has taken me off and now I'm on insulin. Still trying to get the units adjusted.So beware if you are taking this drug. Get to the doctor if you have any strange stomach pain.,Type 2 Diabetes Mellitus,Januvia oral,5,5,2,"all ears, 45-54 Male  on Treatment for 1 to 6 months (Patient)",5
10/12/2010 8:16:31 AM,Since taking this drug I have had two Pancretittis attacks. Doctor has taken me off and now I'm on insulin. Still trying to get the units adjusted.So beware if you are taking this drug. Get to the doctor if you have any strange stomach pain.,Type 2 Diabetes Mellitus,Januvia oral,5,4,2,75 or over Male  on Treatment for 2 to less than 5 years (Patient),5
1/2/2011 1:31:27 PM,works great - 50 miligrams in am - one question.  Anyone have problems with numbness in fingers?  Maybe it has nothing to do with Januvia but I never had numbness before   Thx,Type 2 Diabetes Mellitus,Januvia oral,5,5,17,35-44 Male  on Treatment for 6 months to less than 1 year (Patient),5
12/30/2010 7:43:34 AM,works great - 50 miligrams in am - one question.  Anyone have problems with numbness in fingers?  Maybe it has nothing to do with Januvia but I never had numbness before   Thx,Type 2 Diabetes Mellitus,Januvia oral,5,5,17,"judomius, 65-74 Male  on Treatment for 6 months to less than 1 year (Patient)",5
12/3/2010 2:46:57 PM,works great - 50 miligrams in am - one question.  Anyone have problems with numbness in fingers?  Maybe it has nothing to do with Januvia but I never had numbness before   Thx,Type 2 Diabetes Mellitus,Januvia oral,5,5,17,"MissScrapAlot, 35-44 Female  on Treatment for less than 1 month (Patient)",5
11/30/2010 11:41:56 AM,works great - 50 miligrams in am - one question.  Anyone have problems with numbness in fingers?  Maybe it has nothing to do with Januvia but I never had numbness before   Thx,Type 2 Diabetes Mellitus,Januvia oral,2,1,17,"G. Stick, 55-64 Female  on Treatment for 6 months to less than 1 year (Patient)",1
11/27/2010 12:22:24 PM,works great - 50 miligrams in am - one question.  Anyone have problems with numbness in fingers?  Maybe it has nothing to do with Januvia but I never had numbness before   Thx,Type 2 Diabetes Mellitus,Januvia oral,4,2,17,65-74 on Treatment for 1 to 6 months (Patient),2
1/29/2011 2:22:02 PM,I have developeda rash ad iching on my chest,Type 2 Diabetes Mellitus,Januvia oral,3,3,7,"kay1024, 55-64 on Treatment for 1 to 6 months (Patient)",2
1/25/2011 1:23:20 PM,I have developeda rash ad iching on my chest,Type 2 Diabetes Mellitus,Januvia oral,5,4,7,65-74 Female  on Treatment for 6 months to less than 1 year (Patient),4
1/14/2011 9:28:51 PM,I have developeda rash ad iching on my chest,Type 2 Diabetes Mellitus,Januvia oral,4,3,7,"Babyhasnet, 45-54 Male  on Treatment for 1 to 6 months (Caregiver)",3
1/13/2011 7:39:50 PM,I have developeda rash ad iching on my chest,Type 2 Diabetes Mellitus,Januvia oral,5,5,7,"Jim, 65-74 Male  on Treatment for 2 to less than 5 years (Patient)",5
1/9/2011 6:40:00 PM,I have developeda rash ad iching on my chest,Type 2 Diabetes Mellitus,Januvia oral,5,5,7,"granny2shoes1939, 65-74 Female  on Treatment for 2 to less than 5 years (Patient)",5
3/28/2011 12:47:55 PM,this has been very helpful in controling my b.s.it has leveled off at 116,Type 2 Diabetes Mellitus,Januvia oral,5,5,6,65-74 Female  on Treatment for 1 to less than 2 years (Patient),5
3/25/2011 11:37:57 AM,this has been very helpful in controling my b.s.it has leveled off at 116,Type 2 Diabetes Mellitus,Januvia oral,4,3,6,"SheriB, 55-64 Female  on Treatment for 1 to 6 months (Patient)",2
3/23/2011 9:12:18 PM,this has been very helpful in controling my b.s.it has leveled off at 116,Type 2 Diabetes Mellitus,Januvia oral,5,5,6,"katherine, 75 or over Female  on Treatment for 10 years or more (Patient)",5
3/9/2011 11:52:40 AM,this has been very helpful in controling my b.s.it has leveled off at 116,Type 2 Diabetes Mellitus,Januvia oral,5,5,6,"woodboat, 65-74 Male  on Treatment for 1 to 6 months (Patient)",5
2/10/2011 10:39:55 AM,this has been very helpful in controling my b.s.it has leveled off at 116,Type 2 Diabetes Mellitus,Januvia oral,5,5,6,"Hannah, 45-54 Female  on Treatment for 1 to 6 months (Patient)",3
4/12/2011 8:39:21 PM,best drug i have ever used for my diabetes. lowered my sugar on the first day even within 1 hours of taking the drug 100mg,Type 2 Diabetes Mellitus,Januvia oral,5,5,9,"none, 45-54 Male  on Treatment for less than 1 month (Patient)",5
4/10/2011 5:53:47 PM,best drug i have ever used for my diabetes. lowered my sugar on the first day even within 1 hours of taking the drug 100mg,Type 2 Diabetes Mellitus,Januvia oral,5,5,9,65-74 Female  on Treatment for 1 to 6 months (Patient),5
4/5/2011 5:58:28 PM,best drug i have ever used for my diabetes. lowered my sugar on the first day even within 1 hours of taking the drug 100mg,Type 2 Diabetes Mellitus,Januvia oral,4,4,9,"john, 55-64 on Treatment for 1 to less than 2 years (Patient)",4
4/4/2011 8:33:16 AM,best drug i have ever used for my diabetes. lowered my sugar on the first day even within 1 hours of taking the drug 100mg,Type 2 Diabetes Mellitus,Januvia oral,5,4,9,"Sheri21648, 55-64 Female  on Treatment for 1 to 6 months (Patient)",3
4/1/2011 1:38:54 AM,best drug i have ever used for my diabetes. lowered my sugar on the first day even within 1 hours of taking the drug 100mg,Type 2 Diabetes Mellitus,Januvia oral,5,5,9,"lory, 55-64 Female  on Treatment for 5 to less than 10 years (Patient)",5
6/12/2011 1:14:13 PM,No stomach upset at all. I prefer the Januvia medication over taking metphormin any time. ,Type 2 Diabetes Mellitus,Januvia oral,5,5,7,"Carmen, 45-54 Female  on Treatment for 6 months to less than 1 year (Patient)",5
6/2/2011 9:57:15 PM,No stomach upset at all. I prefer the Januvia medication over taking metphormin any time. ,Type 2 Diabetes Mellitus,Januvia oral,5,4,7,45-54 Female  on Treatment for 1 to 6 months (Patient),5
